"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 26 16:13:54 UTC 2026","Fri Jun 26 16:14:15 UTC 2026","21015","","com.bugbank.bugbank_selenium_tests.test.BugbankTest","","com.bugbank.bugbank_selenium_tests.test.BugbankTest","shouldCreateAccountWithBalanceAndVerifyDetails","Criação de conta com saldo e verificação de dados",""
"passed","Fri Jun 26 16:14:16 UTC 2026","Fri Jun 26 16:14:32 UTC 2026","16156","","com.bugbank.bugbank_selenium_tests.test.BugbankTest","","com.bugbank.bugbank_selenium_tests.test.BugbankTest","shouldTransferBetweenAccountsAndVerifyBalance","Transferência de R$ 100,00 entre contas e verificação de saldo",""
